latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
14.43581,77.70943,343.02,0.47,0.48,2026-09-01,750,N,VIIRS,n,2.0NRT,298.18,11.47,D
14.49206,77.77126,343.95,0.47,0.48,2026-09-01,750,N,VIIRS,n,2.0NRT,298.34,8.52,D
14.54064,79.68484,344.26,0.54,0.42,2026-09-01,750,N,VIIRS,n,2.0NRT,297.25,9.29,D
14.86462,77.31979,335.31,0.49,0.49,2026-09-01,752,N,VIIRS,n,2.0NRT,292.46,2.62,D
14.95313,79.62963,338.9,0.53,0.42,2026-09-01,752,N,VIIRS,n,2.0NRT,300.36,5.79,D
14.95399,79.63455,333.95,0.53,0.42,2026-09-01,752,N,VIIRS,n,2.0NRT,299.32,5.79,D
15.18663,76.75148,337.67,0.53,0.5,2026-09-01,752,N,VIIRS,n,2.0NRT,289.96,3.78,D
15.88618,79.82315,338.82,0.5,0.41,2026-09-01,752,N,VIIRS,l,2.0NRT,301.09,7.0,D
15.88993,79.82246,339.55,0.5,0.41,2026-09-01,752,N,VIIRS,n,2.0NRT,299.72,7.0,D
17.95781,80.79736,336.54,0.43,0.38,2026-09-01,752,N,VIIRS,n,2.0NRT,292.25,5.73,D
27.52273,68.33573,353.91,0.5,0.65,2026-09-01,756,N,VIIRS,n,2.0NRT,298.29,7.3,D
30.14654,67.36202,336.1,0.49,0.65,2026-09-01,756,N,VIIRS,n,2.0NRT,304.17,6.34,D
30.67169,73.90612,334.61,0.41,0.45,2026-09-01,756,N,VIIRS,n,2.0NRT,294.93,3.03,D
32.2988,73.30443,331.8,0.41,0.45,2026-09-01,756,N,VIIRS,n,2.0NRT,294.81,2.61,D
28.30759,67.8741,338.6,0.5,0.66,2026-09-01,937,N,VIIRS,n,2.0NRT,299.3,3.31,D
28.36179,67.85653,347.49,0.5,0.66,2026-09-01,937,N,VIIRS,n,2.0NRT,298.47,6.68,D
