event_id,brightness,frp,confidence,day_night,distance_to_industrial,distance_to_refinery,distance_to_powerplant,distance_to_mine,distance_to_gas_facility,distance_to_road,near_industrial_facility,near_refinery,near_powerplant,near_mine,near_gas_facility,forest_pct,cropland_pct,grassland_pct,builtup_pct,water_pct,detections_7d,detections_30d,detections_90d,mean_frp_30d,max_frp_30d,mean_brightness_30d,days_active_30d,persistence_score,frp_deviation,frp_ratio,brightness_deviation,brightness_ratio,osm_query_status,data_quality_flags,candidate_label,verified_label,verification_status
SYN_OTH_026,345.35,10.9,20.0,day,3.9687,,,,,0.1208,0.0,0.0,0.0,0.0,0.0,15.27,28.05,23.51,23.31,9.86,0,5,5,9.9842,15.1928,345.7234,4,0.1667,0.9158,1.0917,-0.3734,0.9989,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3.0,synthetic
SYN_OTH_027,332.66,4.4,50.0,night,3.2779,,,,,0.3688,0.0,0.0,0.0,0.0,0.0,1.24,27.12,32.3,33.24,6.1,2,4,10,3.4271,4.772,331.4567,1,0.0,0.9729,1.2839,1.2033,1.0036,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3.0,synthetic
SYN_OTH_028,339.55,3.09,20.0,night,2.4263,,,,,0.7773,0.0,0.0,0.0,0.0,0.0,12.1,18.92,43.62,22.44,2.92,0,0,11,,,,1,0.0333,0.0,1.0,0.0,1.0,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3.0,synthetic
SYN_OTH_029,336.74,18.73,50.0,night,2.2026,,,,,1.47,0.0,0.0,0.0,0.0,0.0,39.7,33.51,21.53,2.06,3.21,1,2,7,14.3324,16.9563,339.1269,0,0.0,4.3976,1.3068,-2.3869,0.993,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3.0,synthetic
SYN_OTH_030,352.68,7.35,50.0,night,3.4471,,,,,0.2979,0.0,0.0,0.0,0.0,0.0,35.41,40.62,18.31,4.76,0.91,2,2,9,2.534,2.9896,353.873,2,0.0667,4.816,2.9006,-1.193,0.9966,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3.0,synthetic
SYN_OTH_031,350.95,7.72,50.0,day,3.9612,,,,,0.7826,0.0,0.0,0.0,0.0,0.0,29.15,30.08,28.8,4.36,7.61,0,1,4,2.6104,4.6071,347.9269,1,0.0333,5.1096,2.9574,3.0231,1.0087,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3.0,synthetic
SYN_OTH_032,352.28,6.46,50.0,day,2.7857,,,,,0.8009,0.0,0.0,0.0,0.0,0.0,38.96,40.01,16.71,3.94,0.38,0,5,7,3.9819,5.3428,343.4971,3,0.1,2.4781,1.6223,8.7829,1.0256,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3.0,synthetic
SYN_OTH_033,347.44,8.68,50.0,night,3.3751,,,,,0.3351,0.0,0.0,0.0,0.0,0.0,27.46,33.95,22.91,10.94,4.73,0,2,2,2.9553,4.8055,340.3769,1,0.0333,5.7247,2.9371,7.0631,1.0208,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3.0,synthetic
SYN_OTH_034,346.47,16.04,50.0,night,3.9452,,,,,0.2838,0.0,0.0,0.0,0.0,0.0,29.3,25.69,29.29,10.42,5.29,1,2,6,4.9427,6.61,343.7026,1,0.0,11.0973,3.2452,2.7674,1.0081,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3.0,synthetic
SYN_OTH_035,336.09,4.4,50.0,day,2.1186,,,,,1.8288,0.0,0.0,0.0,0.0,0.0,40.36,32.06,16.51,4.65,6.42,0,2,9,2.0138,3.2435,338.6253,1,0.0333,2.3862,2.1849,-2.5353,0.9925,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3.0,synthetic
SYN_OTH_036,347.13,10.07,20.0,day,3.1541,,,,,1.5758,0.0,0.0,0.0,0.0,0.0,33.7,28.66,24.85,9.24,3.55,0,0,10,,,,0,0.0333,0.0,1.0,0.0,1.0,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3.0,synthetic
SYN_OTH_037,336.99,4.52,50.0,day,4.9581,,,,,0.1002,0.0,0.0,0.0,0.0,0.0,16.03,20.89,46.15,16.57,0.36,0,1,4,2.5888,3.8872,334.975,0,0.0,1.9312,1.746,2.015,1.006,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3.0,synthetic
SYN_OTH_038,345.77,10.78,50.0,day,2.2074,,,,,0.8022,0.0,0.0,0.0,0.0,0.0,44.37,31.09,12.99,6.62,4.93,1,4,9,9.1347,10.4727,346.19,4,0.0667,1.6453,1.1801,-0.42,0.9988,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3.0,synthetic
SYN_OTH_039,351.38,5.6,50.0,day,4.9673,,,,,0.9099,0.0,0.0,0.0,0.0,0.0,34.08,34.83,23.88,3.54,3.68,2,2,6,5.4557,6.1989,341.6451,0,0.0,0.1443,1.0264,9.7349,1.0285,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3.0,synthetic
SYN_OTH_040,346.07,8.48,50.0,day,3.0951,,,,,0.3967,0.0,0.0,0.0,0.0,0.0,6.2,20.98,30.07,36.21,6.54,0,2,3,6.4123,7.654,343.2319,2,0.0,2.0677,1.3225,2.8381,1.0083,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3.0,synthetic
SYN_PTS_001,346.2362,11.295,50.0,day,3.6912,3.1305,2.96,,0.7067,1.0087,1.0,1.0,1.0,0.0,1.0,16.04,4.1155,22.454,25.3174,15.0,5,20,82,8.9057,11.2859,344.6295,26,0.8667,-1.2736,1.006,-0.3969,0.9953,industrial:ok; refinery:ok; powerplant:ok; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_002,363.5214,21.3698,50.0,night,4.0636,,,,2.6254,0.9733,1.0,0.0,0.0,0.0,1.0,16.0027,13.6858,18.4024,51.3532,0.5559,7,24,76,19.287,27.2268,365.9188,24,0.8,1.6338,1.0672,0.2386,1.0236,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_003,356.9598,8.9285,80.0,day,1.6356,0.8747,,,,0.3877,1.0,1.0,0.0,0.0,0.0,2.7329,15.4288,12.7382,48.3024,15.0,7,23,75,7.4042,11.3383,356.2631,29,0.9667,0.3336,0.9754,-1.379,1.019,industrial:ok; refinery:ok; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_004,352.9598,32.5517,80.0,day,0.7622,1.9709,2.5733,,,0.896,1.0,1.0,1.0,0.0,0.0,10.394,12.5006,25.3449,59.4862,0.0,6,29,60,30.5158,37.375,353.2211,26,0.8667,-0.3966,0.9755,-1.2723,0.9905,industrial:ok; refinery:ok; powerplant:ok; mine:not_found; gas_facility:not_found; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_005,339.6806,14.9871,80.0,night,1.2573,1.5608,,,3.4044,0.8271,1.0,1.0,0.0,0.0,1.0,2.0936,19.3191,22.1183,53.0782,3.3908,3,27,55,13.1065,16.6343,342.1194,28,0.9333,-0.152,1.038,1.4471,0.9856,industrial:ok; refinery:ok; powerplant:not_found; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_006,339.6798,25.8881,50.0,day,2.0939,1.476,,,4.4034,1.2509,1.0,1.0,0.0,0.0,1.0,11.441,8.7477,9.0654,56.1566,14.5893,3,20,59,24.5987,30.6877,340.4252,20,0.6667,1.7891,0.9924,1.7845,0.9928,industrial:ok; refinery:ok; powerplant:not_found; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_007,336.7425,16.4162,80.0,night,3.7357,,3.2881,,2.5652,1.2884,1.0,0.0,1.0,0.0,1.0,9.3891,7.1428,27.7732,32.6916,15.0,4,29,66,14.4564,21.0178,334.4439,26,0.8667,-1.3866,0.9559,-0.5068,1.0054,industrial:ok; refinery:not_found; powerplant:ok; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_008,360.9853,22.0418,50.0,night,3.9151,,3.3099,,1.7918,0.1383,1.0,0.0,1.0,0.0,1.0,17.8664,17.6348,25.5634,27.9848,10.9506,6,20,80,24.4224,29.9962,363.6243,25,0.8333,0.3449,0.9924,-0.917,0.9861,industrial:ok; refinery:not_found; powerplant:ok; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_009,353.0335,22.7612,50.0,night,0.3292,4.0682,,,3.6807,0.7805,1.0,1.0,0.0,0.0,1.0,7.6674,6.0247,28.745,53.7777,3.7852,4,23,88,20.2426,25.0721,353.7997,29,0.9667,0.0236,0.9425,0.576,1.0074,industrial:ok; refinery:ok; powerplant:not_found; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_010,356.2422,12.9911,80.0,day,2.4451,3.0246,,,1.5833,1.2704,1.0,1.0,0.0,0.0,1.0,3.2243,19.338,23.143,56.3076,0.0,4,27,68,13.1382,17.6092,355.2516,28,0.9333,0.4458,0.9482,-0.3651,0.9946,industrial:ok; refinery:ok; powerplant:not_found; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_011,335.6175,34.1788,80.0,day,2.0531,,3.7374,,,1.0311,1.0,0.0,1.0,0.0,0.0,3.7168,2.2188,20.3354,64.5727,9.1563,4,24,80,33.6412,37.7344,333.4531,20,0.6667,-1.9276,0.9997,-1.8985,1.0031,industrial:ok; refinery:not_found; powerplant:ok; mine:not_found; gas_facility:not_found; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_012,364.0973,28.9286,50.0,day,1.2329,,3.7405,,0.8138,1.7202,1.0,0.0,1.0,0.0,1.0,15.4687,19.4578,15.4561,38.5678,11.0496,5,21,81,31.8229,39.4001,365.8615,23,0.7667,1.4885,0.987,-1.3754,0.9962,industrial:ok; refinery:not_found; powerplant:ok; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_013,359.9733,33.3665,50.0,day,0.8034,2.8076,3.9683,,0.6014,1.3345,1.0,1.0,1.0,0.0,1.0,12.7461,2.7769,28.3182,36.7408,15.0,5,25,63,31.0387,38.0224,360.6937,28,0.9333,1.7285,1.0664,0.8639,0.9877,industrial:ok; refinery:ok; powerplant:ok; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_014,341.3702,32.1603,80.0,day,1.718,,4.153,,,0.3677,1.0,0.0,1.0,0.0,0.0,2.9213,18.0406,26.6516,54.9386,0.0,4,24,80,31.5474,39.3376,341.571,23,0.7667,0.2605,0.978,0.6357,1.0269,industrial:ok; refinery:not_found; powerplant:ok; mine:not_found; gas_facility:not_found; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_015,340.4547,24.1433,80.0,day,4.2602,1.281,,,,0.1876,1.0,1.0,0.0,0.0,0.0,2.598,11.4986,6.1305,35.3362,15.0,6,21,76,26.9601,29.7059,342.8181,29,0.9667,0.7866,1.0129,-1.8916,1.0158,industrial:ok; refinery:ok; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_016,340.5021,32.8906,80.0,day,1.6575,3.3898,2.5061,,,1.3027,1.0,1.0,1.0,0.0,0.0,14.3184,19.8734,5.6592,61.8841,0.0,3,30,84,35.0836,41.4688,342.2337,22,0.7333,1.69,1.0212,-1.1121,0.9784,industrial:ok; refinery:ok; powerplant:ok; mine:not_found; gas_facility:not_found; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_017,344.1273,10.3893,50.0,night,2.4789,,3.6932,,,0.1017,1.0,0.0,1.0,0.0,0.0,2.3825,3.3283,14.4116,58.6286,15.0,6,30,71,12.2917,19.9217,342.0373,28,0.9333,0.829,0.9221,-1.0757,1.0221,industrial:ok; refinery:not_found; powerplant:ok; mine:not_found; gas_facility:not_found; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_018,350.7427,13.2915,50.0,day,3.2527,,,,1.1932,1.1923,1.0,0.0,0.0,0.0,1.0,16.6153,11.9694,25.2638,39.3047,6.8468,7,30,80,11.8389,14.9263,349.613,21,0.7,-1.3898,1.0262,0.6876,0.9992,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_019,347.9584,9.2211,50.0,night,1.8272,3.0819,3.3079,,1.1257,1.8834,1.0,1.0,1.0,0.0,1.0,14.4186,19.4474,29.6819,53.7892,0.0,5,22,90,7.2464,9.6454,346.4493,23,0.7667,0.3052,0.9485,-1.9212,1.0237,industrial:ok; refinery:ok; powerplant:ok; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_020,343.7369,16.7839,50.0,day,4.3815,1.2084,,,1.501,1.1722,1.0,1.0,0.0,0.0,1.0,2.5456,11.4158,8.7604,53.9544,15.0,3,28,55,17.7958,24.2425,345.2006,25,0.8333,0.4269,1.0738,-1.5836,1.018,industrial:ok; refinery:ok; powerplant:not_found; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_021,353.3556,18.4943,50.0,day,4.3423,,4.06,,2.6969,0.8069,1.0,0.0,1.0,0.0,1.0,2.6119,13.3292,19.8533,24.6406,15.0,3,26,62,21.0706,26.5174,350.5568,21,0.7,-0.3035,0.9438,1.1997,0.9955,industrial:ok; refinery:not_found; powerplant:ok; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_022,339.1848,15.3264,50.0,day,1.3575,4.3157,1.852,,3.3584,1.3044,1.0,1.0,1.0,0.0,1.0,19.7462,14.5235,14.5223,60.6149,0.0,7,26,89,15.667,22.718,339.6041,27,0.9,0.9458,0.9863,-1.2858,0.9713,industrial:ok; refinery:ok; powerplant:ok; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_023,343.7643,30.3759,80.0,night,2.3884,,2.0023,,3.1408,0.9436,1.0,0.0,1.0,0.0,1.0,8.1111,10.1817,29.2479,42.7364,9.7229,7,30,69,30.8056,33.6442,345.3391,27,0.9,1.7375,0.9337,0.611,0.9861,industrial:ok; refinery:not_found; powerplant:ok; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_024,345.9909,17.6323,50.0,night,1.5637,1.9806,,,,1.114,1.0,1.0,0.0,0.0,0.0,8.0422,13.296,26.053,57.1906,0.0,4,25,76,16.3122,23.0838,348.2515,20,0.6667,1.7023,1.0795,-1.0473,1.0025,industrial:ok; refinery:ok; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_025,348.6821,15.5852,50.0,night,1.4963,,,,4.3195,1.8859,1.0,0.0,0.0,0.0,1.0,16.4432,12.5177,25.9582,34.4022,10.6787,5,27,68,17.2022,20.412,347.7346,22,0.7333,-0.1966,1.0004,-1.6022,1.008,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_026,358.5553,22.6528,50.0,night,0.4549,,0.6438,,,0.8029,1.0,0.0,1.0,0.0,0.0,18.9977,18.2208,16.7173,60.2985,0.0,5,23,80,20.7751,23.757,360.4828,29,0.9667,-1.547,1.0153,-1.0273,0.9855,industrial:ok; refinery:not_found; powerplant:ok; mine:not_found; gas_facility:not_found; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_027,340.9902,11.805,80.0,day,2.8602,,,,,1.9243,1.0,0.0,0.0,0.0,0.0,19.734,2.818,15.3705,37.5141,15.0,6,27,82,10.7471,13.7327,338.654,28,0.9333,1.9394,0.9307,0.8891,0.9784,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_028,350.427,29.6593,50.0,night,2.4113,4.3666,,,2.9469,1.8154,1.0,1.0,0.0,0.0,1.0,15.3142,7.0573,11.8352,20.4877,15.0,4,23,77,29.2119,36.0993,352.5057,24,0.8,1.3556,1.04,1.4228,1.0201,industrial:ok; refinery:ok; powerplant:not_found; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_029,352.7724,10.0129,50.0,day,0.5162,4.3545,,,,0.4318,1.0,1.0,0.0,0.0,0.0,8.1489,19.1074,6.4094,60.7422,5.5921,4,27,68,10.0586,16.0498,350.5373,25,0.8333,-1.5013,0.9536,1.3209,1.0291,industrial:ok; refinery:ok; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_030,336.3935,34.6459,80.0,day,1.4703,,,,1.4909,0.1853,1.0,0.0,0.0,0.0,1.0,2.5865,18.0247,26.6181,24.1079,15.0,4,28,78,33.1004,38.2388,335.7772,23,0.7667,1.6834,1.0637,-0.4113,1.0015,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_031,353.2263,28.8506,50.0,night,4.1147,1.6778,,,,0.2465,1.0,1.0,0.0,0.0,0.0,15.7658,10.2018,25.3225,34.3691,14.3408,4,22,56,26.5396,30.6926,355.0101,29,0.9667,1.4796,0.9528,0.6723,0.9803,industrial:ok; refinery:ok; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_032,340.1157,13.3653,50.0,night,1.3062,,,,3.5314,0.0855,1.0,0.0,0.0,0.0,1.0,11.6097,13.1624,29.9929,62.7528,0.0,5,22,80,14.029,21.2922,338.0152,21,0.7,0.0754,0.9505,-1.1801,0.9863,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_033,336.9515,8.1491,50.0,night,0.9086,,3.7904,,,0.2342,1.0,0.0,1.0,0.0,0.0,9.0602,6.9929,29.9159,62.7773,0.0,5,30,68,6.8809,11.2356,335.327,30,1.0,0.3651,0.9258,-0.8274,0.9711,industrial:ok; refinery:not_found; powerplant:ok; mine:not_found; gas_facility:not_found; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_034,363.4666,30.0175,50.0,night,2.3557,1.7677,1.9408,,0.9643,1.3819,1.0,1.0,1.0,0.0,1.0,18.2207,5.3862,18.8858,45.8047,11.7026,4,21,61,30.5049,37.4045,364.8001,27,0.9,-0.404,0.9955,1.5853,1.0249,industrial:ok; refinery:ok; powerplant:ok; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_035,363.969,27.0851,50.0,night,4.4397,1.178,,,0.684,0.1888,1.0,1.0,0.0,0.0,1.0,3.1128,10.3466,24.2247,48.4327,13.8832,6,29,57,25.0113,29.6461,365.2892,30,1.0,-1.781,1.0104,-1.948,0.9771,industrial:ok; refinery:ok; powerplant:not_found; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_036,359.2519,27.6832,80.0,night,1.3166,,2.589,,0.6629,0.672,1.0,0.0,1.0,0.0,1.0,10.3599,8.3603,28.6191,40.18,12.4807,3,22,77,27.57,31.8317,360.0988,25,0.8333,-0.6592,0.9305,-1.658,1.0046,industrial:ok; refinery:not_found; powerplant:ok; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_037,344.1384,28.8243,80.0,night,3.123,4.2446,3.58,,3.9218,1.6975,1.0,1.0,1.0,0.0,1.0,1.2157,12.5058,26.2412,33.1945,15.0,3,22,72,29.0198,33.7959,345.3021,24,0.8,1.2114,1.0441,-1.1685,0.9864,industrial:ok; refinery:ok; powerplant:ok; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_038,337.9302,9.9992,80.0,night,3.4988,3.2841,1.3633,,3.3146,0.0954,1.0,1.0,1.0,0.0,1.0,9.9046,3.3992,11.1837,34.7899,15.0,6,24,89,7.3101,11.1184,338.1865,28,0.9333,-1.9815,0.9925,-1.8939,1.0033,industrial:ok; refinery:ok; powerplant:ok; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_039,355.527,17.6786,50.0,day,1.2981,,2.9916,,,1.6382,1.0,0.0,1.0,0.0,0.0,2.0698,19.5391,16.2636,50.2633,11.8642,4,24,69,16.6982,23.1839,354.0378,20,0.6667,-0.666,1.0039,-1.2743,1.0091,industrial:ok; refinery:not_found; powerplant:ok; mine:not_found; gas_facility:not_found; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_040,348.2046,11.1285,50.0,night,3.3585,,,,,0.5996,1.0,0.0,0.0,0.0,0.0,3.2575,19.7518,8.229,53.8569,14.9048,5,21,79,8.935,13.9513,347.2788,24,0.8,-0.4073,0.9905,0.3322,1.0198,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_001,346.2362,11.295,50.0,day,3.6912,3.1305,2.96,,0.7067,1.0087,1.0,1.0,1.0,0.0,1.0,16.04,4.1155,22.454,25.3174,15.0,5,20,82,8.9057,11.2859,344.6295,26,0.8667,-1.2736,1.006,-0.3969,0.9953,industrial:ok; refinery:ok; powerplant:ok; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_002,363.5214,21.3698,50.0,night,4.0636,,,,2.6254,0.9733,1.0,0.0,0.0,0.0,1.0,16.0027,13.6858,18.4024,51.3532,0.5559,7,24,76,19.287,27.2268,365.9188,24,0.8,1.6338,1.0672,0.2386,1.0236,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_003,356.9598,8.9285,80.0,day,1.6356,0.8747,,,,0.3877,1.0,1.0,0.0,0.0,0.0,2.7329,15.4288,12.7382,48.3024,15.0,7,23,75,7.4042,11.3383,356.2631,29,0.9667,0.3336,0.9754,-1.379,1.019,industrial:ok; refinery:ok; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_004,352.9598,32.5517,80.0,day,0.7622,1.9709,2.5733,,,0.896,1.0,1.0,1.0,0.0,0.0,10.394,12.5006,25.3449,59.4862,0.0,6,29,60,30.5158,37.375,353.2211,26,0.8667,-0.3966,0.9755,-1.2723,0.9905,industrial:ok; refinery:ok; powerplant:ok; mine:not_found; gas_facility:not_found; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_005,339.6806,14.9871,80.0,night,1.2573,1.5608,,,3.4044,0.8271,1.0,1.0,0.0,0.0,1.0,2.0936,19.3191,22.1183,53.0782,3.3908,3,27,55,13.1065,16.6343,342.1194,28,0.9333,-0.152,1.038,1.4471,0.9856,industrial:ok; refinery:ok; powerplant:not_found; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_006,339.6798,25.8881,50.0,day,2.0939,1.476,,,4.4034,1.2509,1.0,1.0,0.0,0.0,1.0,11.441,8.7477,9.0654,56.1566,14.5893,3,20,59,24.5987,30.6877,340.4252,20,0.6667,1.7891,0.9924,1.7845,0.9928,industrial:ok; refinery:ok; powerplant:not_found; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_007,336.7425,16.4162,80.0,night,3.7357,,3.2881,,2.5652,1.2884,1.0,0.0,1.0,0.0,1.0,9.3891,7.1428,27.7732,32.6916,15.0,4,29,66,14.4564,21.0178,334.4439,26,0.8667,-1.3866,0.9559,-0.5068,1.0054,industrial:ok; refinery:not_found; powerplant:ok; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_008,360.9853,22.0418,50.0,night,3.9151,,3.3099,,1.7918,0.1383,1.0,0.0,1.0,0.0,1.0,17.8664,17.6348,25.5634,27.9848,10.9506,6,20,80,24.4224,29.9962,363.6243,25,0.8333,0.3449,0.9924,-0.917,0.9861,industrial:ok; refinery:not_found; powerplant:ok; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_009,353.0335,22.7612,50.0,night,0.3292,4.0682,,,3.6807,0.7805,1.0,1.0,0.0,0.0,1.0,7.6674,6.0247,28.745,53.7777,3.7852,4,23,88,20.2426,25.0721,353.7997,29,0.9667,0.0236,0.9425,0.576,1.0074,industrial:ok; refinery:ok; powerplant:not_found; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_010,356.2422,12.9911,80.0,day,2.4451,3.0246,,,1.5833,1.2704,1.0,1.0,0.0,0.0,1.0,3.2243,19.338,23.143,56.3076,0.0,4,27,68,13.1382,17.6092,355.2516,28,0.9333,0.4458,0.9482,-0.3651,0.9946,industrial:ok; refinery:ok; powerplant:not_found; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_011,335.6175,34.1788,80.0,day,2.0531,,3.7374,,,1.0311,1.0,0.0,1.0,0.0,0.0,3.7168,2.2188,20.3354,64.5727,9.1563,4,24,80,33.6412,37.7344,333.4531,20,0.6667,-1.9276,0.9997,-1.8985,1.0031,industrial:ok; refinery:not_found; powerplant:ok; mine:not_found; gas_facility:not_found; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_012,364.0973,28.9286,50.0,day,1.2329,,3.7405,,0.8138,1.7202,1.0,0.0,1.0,0.0,1.0,15.4687,19.4578,15.4561,38.5678,11.0496,5,21,81,31.8229,39.4001,365.8615,23,0.7667,1.4885,0.987,-1.3754,0.9962,industrial:ok; refinery:not_found; powerplant:ok; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_013,359.9733,33.3665,50.0,day,0.8034,2.8076,3.9683,,0.6014,1.3345,1.0,1.0,1.0,0.0,1.0,12.7461,2.7769,28.3182,36.7408,15.0,5,25,63,31.0387,38.0224,360.6937,28,0.9333,1.7285,1.0664,0.8639,0.9877,industrial:ok; refinery:ok; powerplant:ok; mine:not_found; gas_facility:ok; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_014,341.3702,32.1603,80.0,day,1.718,,4.153,,,0.3677,1.0,0.0,1.0,0.0,0.0,2.9213,18.0406,26.6516,54.9386,0.0,4,24,80,31.5474,39.3376,341.571,23,0.7667,0.2605,0.978,0.6357,1.0269,industrial:ok; refinery:not_found; powerplant:ok; mine:not_found; gas_facility:not_found; road:ok,synthetic,2,2.0,synthetic
SYN_PTS_015,340.4547,24.1433,80.0,day,4.2602,1.281,,,,0.1876,1.0,1.0,0.0,0.0,0.0,2.598,11.4986,6.1305,35.3362,15.0,6,21,76,26.9601,29.7059,342.8181,29,0.9667,0.7866,1.0129,-1.8916,1.0158,industrial:ok; refinery:ok; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,2,2.0,synthetic
