event_id,brightness,frp,confidence,day_night,distance_to_industrial,distance_to_refinery,distance_to_powerplant,distance_to_mine,distance_to_gas_facility,distance_to_road,near_industrial_facility,near_refinery,near_powerplant,near_mine,near_gas_facility,forest_pct,cropland_pct,grassland_pct,builtup_pct,water_pct,detections_7d,detections_30d,detections_90d,mean_frp_30d,max_frp_30d,mean_brightness_30d,days_active_30d,persistence_score,frp_deviation,frp_ratio,brightness_deviation,brightness_ratio,osm_query_status,data_quality_flags,candidate_label,verified_label,verification_status
FIRMS_AE38E09448,331.08,4.48,20.0,day,,,,,,1.1225,,,,,,52.83,12.21,34.96,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:query_failed; powerplant:query_failed; mine:query_failed; gas_facility:query_failed; road:ok,osm_partial_failure,1,,uncertain
FIRMS_D470BBD3C8,331.43,3.73,20.0,day,,,,,,,,0.0,,,,34.79,28.54,36.55,0.12,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:query_failed; mine:query_failed; gas_facility:query_failed; road:query_failed,osm_partial_failure,3,,uncertain
FIRMS_FF8DF43813,346.99,6.03,50.0,day,,,,,,,0.0,,,0.0,0.0,43.85,20.39,35.55,0.08,0.13,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:query_failed; powerplant:query_failed; mine:not_found; gas_facility:not_found; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_351DA22EDF,336.23,12.25,50.0,day,,,,,,0.725,,0.0,0.0,,0.0,4.04,92.72,3.23,0.01,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:not_found; mine:query_failed; gas_facility:not_found; road:ok,osm_partial_failure,2,2.0,proxy_verified
FIRMS_CBB589D46A,344.11,6.35,50.0,day,,,1.6361,,,,0.0,0.0,1.0,0.0,,42.79,22.86,33.53,0.18,0.64,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:ok; mine:not_found; gas_facility:query_failed; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_379792DC60,349.85,22.09,50.0,day,,,,,,,,,,,0.0,5.21,91.14,3.65,0.01,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:query_failed; powerplant:query_failed; mine:query_failed; gas_facility:not_found; road:query_failed,osm_partial_failure,2,2.0,proxy_verified
FIRMS_CBFB92F42F,344.78,10.02,50.0,day,,,,,,,,0.0,,,0.0,63.09,21.83,15.07,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:query_failed; mine:query_failed; gas_facility:not_found; road:query_failed,osm_partial_failure,1,1.0,proxy_verified
FIRMS_0D5C55BC25,331.78,5.92,50.0,day,,,,,,,,,,,,28.17,46.21,24.75,0.0,0.86,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:query_failed; powerplant:query_failed; mine:query_failed; gas_facility:query_failed; road:query_failed,osm_partial_failure,2,,uncertain
FIRMS_4439923403,352.12,8.98,50.0,day,,,,,,0.4814,,,,,,40.33,42.77,16.33,0.57,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:query_failed; powerplant:query_failed; mine:query_failed; gas_facility:query_failed; road:ok,osm_partial_failure,1,,uncertain
FIRMS_7616D62221,337.52,6.7,50.0,day,,,,,,,,0.0,,,0.0,78.5,6.07,15.43,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:query_failed; mine:query_failed; gas_facility:not_found; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_045876350E,332.36,3.39,50.0,day,,,,,,,,,0.0,,,80.26,5.33,14.41,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:query_failed; powerplant:not_found; mine:query_failed; gas_facility:query_failed; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_F57506AA1A,338.4,4.26,50.0,day,,,,,,,0.0,0.0,0.0,,,70.56,6.3,23.14,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:query_failed; gas_facility:query_failed; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_0A21F9850B,341.23,6.92,50.0,day,,,,,,0.4446,0.0,,0.0,,0.0,32.57,21.84,45.55,0.01,0.03,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:query_failed; powerplant:not_found; mine:query_failed; gas_facility:not_found; road:ok,osm_partial_failure,3,,uncertain
FIRMS_3A8FD288B9,331.79,2.04,20.0,day,,,,,,0.1517,,0.0,,0.0,,37.7,38.3,21.84,0.36,1.8,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:query_failed; mine:not_found; gas_facility:query_failed; road:ok,osm_partial_failure,3,,uncertain
FIRMS_4D41629C00,334.78,4.82,50.0,day,,,,,,,0.0,0.0,0.0,0.0,0.0,70.77,3.13,26.08,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_994FD92D5E,331.75,6.09,20.0,day,,,,,,0.7564,,,0.0,,0.0,28.24,33.12,38.55,0.08,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:query_failed; powerplant:not_found; mine:query_failed; gas_facility:not_found; road:ok,osm_partial_failure,3,,uncertain
FIRMS_014C01C8F6,330.46,4.04,20.0,day,,,,,,0.8766,0.0,,,0.0,0.0,22.51,14.74,62.45,0.07,0.22,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:query_failed; powerplant:query_failed; mine:not_found; gas_facility:not_found; road:ok,osm_partial_failure,3,,uncertain
FIRMS_C349B74694,334.63,1.9,50.0,day,,,,,,0.1829,0.0,0.0,0.0,,0.0,45.16,21.08,33.57,0.12,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:query_failed; gas_facility:not_found; road:ok,osm_partial_failure,1,,uncertain
FIRMS_A8F818C29A,337.13,4.32,50.0,day,,,,,,,0.0,0.0,0.0,0.0,0.0,42.8,23.36,33.65,0.12,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_9E53E9B78D,331.54,2.31,50.0,day,,,,,,,0.0,0.0,0.0,0.0,0.0,61.47,10.87,27.59,0.0,0.07,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_5B2AC8FEA7,339.49,2.31,50.0,day,,,,,,1.0797,0.0,,,,0.0,57.19,12.65,30.1,0.0,0.06,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:query_failed; powerplant:query_failed; mine:query_failed; gas_facility:not_found; road:ok,osm_partial_failure,1,,uncertain
FIRMS_15A68D98EC,337.52,15.6,50.0,day,,,,,,,0.0,0.0,0.0,0.0,,22.62,66.98,8.32,1.23,0.82,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:query_failed; road:query_failed,osm_partial_failure,2,2.0,proxy_verified
FIRMS_1C2532DEDC,338.04,2.31,50.0,day,,,,,,1.1932,,,,,,59.57,13.85,26.47,0.0,0.1,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:query_failed; powerplant:query_failed; mine:query_failed; gas_facility:query_failed; road:ok,osm_partial_failure,1,,uncertain
FIRMS_4455E9ED3D,339.96,2.9,50.0,day,,,,,,,,0.0,,,,53.43,16.02,30.31,0.0,0.25,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:query_failed; mine:query_failed; gas_facility:query_failed; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_F3FC63040F,337.73,7.07,50.0,day,,,,,,0.0498,0.0,0.0,0.0,,0.0,24.53,63.45,9.28,1.86,0.82,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:query_failed; gas_facility:not_found; road:ok,osm_partial_failure,2,2.0,proxy_verified
FIRMS_A9BA2C9717,341.57,2.9,50.0,day,,,,,,0.807,0.0,,,,,55.7,16.46,27.55,0.0,0.28,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:query_failed; powerplant:query_failed; mine:query_failed; gas_facility:query_failed; road:ok,osm_partial_failure,1,,uncertain
FIRMS_71C38A5FD9,336.85,11.25,50.0,day,,,,,,0.3541,,,,,0.0,62.16,19.58,17.89,0.37,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:query_failed; powerplant:query_failed; mine:query_failed; gas_facility:not_found; road:ok,osm_partial_failure,1,1.0,proxy_verified
FIRMS_EB97DAA3CC,335.09,16.97,50.0,day,,,,,,,,,0.0,0.0,0.0,42.86,38.48,18.66,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:query_failed; powerplant:not_found; mine:not_found; gas_facility:not_found; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_2902BAF04A,333.72,16.97,50.0,day,,,,,,1.3567,0.0,,0.0,,0.0,46.61,26.53,26.82,0.03,0.0,0,0,1,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:query_failed; powerplant:not_found; mine:query_failed; gas_facility:not_found; road:ok,osm_partial_failure,1,,uncertain
FIRMS_1C4AAF4403,339.21,16.97,50.0,day,,,,,,,,,0.0,0.0,0.0,48.95,27.4,23.62,0.04,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:query_failed; powerplant:not_found; mine:not_found; gas_facility:not_found; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_AA02FB4991,343.83,5.43,50.0,day,,,,,,0.4799,0.0,0.0,0.0,0.0,0.0,85.1,2.06,12.84,0.01,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,ok,1,,uncertain
FIRMS_AB2A19C249,352.54,6.85,50.0,day,,,,,,0.7453,,0.0,0.0,,0.0,47.2,24.9,27.9,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:not_found; mine:query_failed; gas_facility:not_found; road:ok,osm_partial_failure,1,,uncertain
FIRMS_B0481CA0D3,338.07,8.72,50.0,day,,,,,,0.5191,0.0,,,,0.0,46.53,23.5,29.72,0.25,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:query_failed; powerplant:query_failed; mine:query_failed; gas_facility:not_found; road:ok,osm_partial_failure,1,,uncertain
FIRMS_63865813A6,342.57,4.06,50.0,day,,,,,,,0.0,0.0,0.0,0.0,0.0,44.19,24.21,31.49,0.11,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_CC7B396408,331.47,2.88,20.0,day,,,,,,,,,,0.0,,50.75,30.32,18.93,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:query_failed; powerplant:query_failed; mine:not_found; gas_facility:query_failed; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_F56108044F,352.43,6.85,50.0,day,,,,,,1.0554,0.0,,,,,42.1,31.16,26.74,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:query_failed; powerplant:query_failed; mine:query_failed; gas_facility:query_failed; road:ok,osm_partial_failure,1,,uncertain
FIRMS_06C991F7CC,347.97,3.79,50.0,day,,,,,,,0.0,0.0,,,,59.47,6.53,33.94,0.01,0.05,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:query_failed; mine:query_failed; gas_facility:query_failed; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_65FDA6DC88,335.66,6.84,50.0,day,,,,,,1.7213,0.0,0.0,,0.0,0.0,71.17,9.64,19.19,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:query_failed; mine:not_found; gas_facility:not_found; road:ok,osm_partial_failure,1,,uncertain
FIRMS_55B5B3F0E3,345.63,9.03,50.0,day,,,,,,,0.0,0.0,,,,53.41,12.15,33.66,0.69,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:query_failed; mine:query_failed; gas_facility:query_failed; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_D24638912D,340.66,8.51,50.0,day,,,,,,0.3278,0.0,0.0,0.0,0.0,,45.27,24.25,30.28,0.18,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:query_failed; road:ok,osm_partial_failure,1,,uncertain
FIRMS_10A4B2AC2D,335.67,3.19,50.0,day,,,,,,0.0681,0.0,0.0,,,0.0,43.13,30.92,25.87,0.05,0.03,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:query_failed; mine:query_failed; gas_facility:not_found; road:ok,osm_partial_failure,1,,uncertain
FIRMS_A0D86DB0D3,337.61,6.93,50.0,day,,,,,,,0.0,0.0,0.0,0.0,,37.41,42.48,19.98,0.13,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:query_failed; road:query_failed,osm_partial_failure,2,,uncertain
FIRMS_9CF5FD5AFE,340.09,2.13,50.0,day,,,,2.8375,,0.1721,0.0,0.0,0.0,1.0,0.0,44.24,31.99,23.45,0.11,0.02,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:ok; gas_facility:not_found; road:ok,ok,1,,uncertain
FIRMS_112413AECA,333.01,4.42,50.0,day,,,,1.0217,,,0.0,,0.0,1.0,,64.17,15.54,18.72,1.28,0.02,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:query_failed; powerplant:not_found; mine:ok; gas_facility:query_failed; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_018C2ADC61,338.63,9.39,50.0,day,,,,,,0.6579,0.0,0.0,,,,37.33,27.58,34.56,0.44,0.06,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:query_failed; mine:query_failed; gas_facility:query_failed; road:ok,osm_partial_failure,3,,uncertain
FIRMS_FA84C82809,333.54,4.61,50.0,day,,,,,,1.0889,0.0,0.0,0.0,,,49.63,34.49,15.87,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:query_failed; gas_facility:query_failed; road:ok,osm_partial_failure,1,,uncertain
FIRMS_0E1D0FB3DF,332.23,4.19,50.0,day,,,,,,0.053,0.0,0.0,0.0,0.0,0.0,48.86,30.64,20.47,0.03,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,ok,1,,uncertain
FIRMS_D8D54FEEBB,342.42,36.79,50.0,day,,,,,,0.833,,,,0.0,,71.54,13.66,14.07,0.05,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:query_failed; powerplant:query_failed; mine:not_found; gas_facility:query_failed; road:ok,osm_partial_failure,1,1.0,proxy_verified
FIRMS_84155F9570,345.29,4.18,50.0,day,,,,3.8738,,0.5496,,0.0,,1.0,,60.92,12.44,26.54,0.09,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:query_failed; mine:ok; gas_facility:query_failed; road:ok,osm_partial_failure,1,,uncertain
FIRMS_10FDC8980A,331.51,6.1,20.0,day,,,,,,,,0.0,,,,55.89,27.52,16.57,0.02,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:query_failed; mine:query_failed; gas_facility:query_failed; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_3CD70E5821,344.12,4.19,50.0,day,,,,,,,0.0,0.0,,,,51.34,31.32,17.26,0.08,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:query_failed; mine:query_failed; gas_facility:query_failed; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_AFAF4026F8,336.18,6.36,50.0,day,,,,,,,0.0,0.0,,0.0,0.0,56.35,16.65,26.79,0.21,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:query_failed; mine:not_found; gas_facility:not_found; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_2133999C1D,334.4,5.22,50.0,day,,,,,,,,0.0,0.0,0.0,,79.79,7.67,12.35,0.19,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:query_failed; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_58AAFB581F,339.09,7.46,50.0,day,,,,,,0.0611,0.0,0.0,0.0,0.0,0.0,51.02,17.53,30.12,1.25,0.05,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,ok,1,,uncertain
FIRMS_CEE767152B,338.67,11.2,50.0,day,,,,,,0.963,0.0,,,0.0,0.0,59.41,9.22,31.35,0.03,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:query_failed; powerplant:query_failed; mine:not_found; gas_facility:not_found; road:ok,osm_partial_failure,1,,uncertain
FIRMS_D0598239C7,337.07,9.51,50.0,day,3.5916,,,,,0.4374,1.0,,0.0,,,66.2,21.95,11.65,0.21,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:ok; refinery:query_failed; powerplant:not_found; mine:query_failed; gas_facility:query_failed; road:ok,osm_partial_failure,3,,uncertain
FIRMS_494B899004,341.22,8.57,50.0,day,,,,3.8067,,,,0.0,0.0,1.0,,73.0,14.68,12.29,0.02,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:not_found; mine:ok; gas_facility:query_failed; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_FEE2ED8B7F,332.35,4.65,50.0,day,3.0931,,,,,0.292,1.0,0.0,0.0,0.0,0.0,55.39,20.1,23.92,0.14,0.44,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,ok,3,,uncertain
FIRMS_85C21A5AD1,336.5,7.16,50.0,day,,,,,,1.9056,0.0,,0.0,0.0,,60.23,19.49,20.28,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:query_failed; powerplant:not_found; mine:not_found; gas_facility:query_failed; road:ok,osm_partial_failure,1,,uncertain
FIRMS_84D1BBE1B7,335.43,7.77,50.0,day,,,,,,1.2074,0.0,0.0,0.0,,0.0,58.2,13.26,28.52,0.01,0.02,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:query_failed; gas_facility:not_found; road:ok,osm_partial_failure,1,,uncertain
FIRMS_9B03E1D5D5,334.14,7.56,50.0,day,,,,,,0.0108,,0.0,,0.0,0.0,55.29,19.95,23.39,0.18,1.18,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:query_failed; mine:not_found; gas_facility:not_found; road:ok,osm_partial_failure,1,,uncertain
FIRMS_5963E4E21A,349.12,22.07,50.0,day,,,,,,0.1642,0.0,0.0,0.0,,0.0,17.07,51.02,27.21,0.0,4.68,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:query_failed; gas_facility:not_found; road:ok,osm_partial_failure,2,,uncertain
FIRMS_D1A0447C25,333.31,9.97,50.0,day,,,,,,0.341,,,0.0,,0.0,52.74,19.8,26.79,0.12,0.54,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:query_failed; powerplant:not_found; mine:query_failed; gas_facility:not_found; road:ok,osm_partial_failure,1,,uncertain
FIRMS_479C49E283,332.11,4.45,50.0,day,,,,,,0.5202,0.0,0.0,,0.0,,12.59,55.03,26.38,0.0,5.96,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:query_failed; mine:not_found; gas_facility:query_failed; road:ok,osm_partial_failure,2,,uncertain
FIRMS_71E63D1658,339.6,4.6,50.0,day,4.549,,,,,0.2188,1.0,,,0.0,0.0,54.87,28.58,7.25,3.99,4.88,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:ok; refinery:query_failed; powerplant:query_failed; mine:not_found; gas_facility:not_found; road:ok,osm_partial_failure,3,,uncertain
FIRMS_9384C3C90D,347.78,6.31,50.0,day,4.3116,,,,,0.2246,1.0,,,0.0,0.0,57.64,28.56,6.28,2.69,4.69,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:ok; refinery:query_failed; powerplant:query_failed; mine:not_found; gas_facility:not_found; road:ok,osm_partial_failure,3,,uncertain
FIRMS_34C30A068C,331.91,4.74,50.0,day,3.9821,,,,,,1.0,,0.0,0.0,0.0,60.69,29.57,4.88,0.9,3.88,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:ok; refinery:query_failed; powerplant:not_found; mine:not_found; gas_facility:not_found; road:query_failed,osm_partial_failure,3,,uncertain
FIRMS_191BBB3DCC,331.19,13.58,50.0,day,,,,,,,0.0,,0.0,0.0,0.0,45.89,4.97,26.07,0.06,22.94,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:query_failed; powerplant:not_found; mine:not_found; gas_facility:not_found; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_3BA310FA8A,343.55,5.11,50.0,day,,,,,,,0.0,0.0,0.0,0.0,0.0,92.14,1.37,6.15,0.33,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_F6B5817DB6,330.89,5.24,20.0,day,,,,,,,0.0,0.0,0.0,0.0,,74.12,8.53,16.87,0.48,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:query_failed; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_285EB8F641,338.63,12.27,50.0,day,,,,,,0.9265,0.0,0.0,0.0,0.0,,76.62,13.56,9.82,0.01,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:query_failed; road:ok,osm_partial_failure,1,1.0,proxy_verified
FIRMS_09BBFB04C2,343.18,12.27,50.0,day,,,,,,,0.0,0.0,,0.0,0.0,71.16,18.25,10.57,0.02,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:query_failed; mine:not_found; gas_facility:not_found; road:query_failed,osm_partial_failure,1,1.0,proxy_verified
FIRMS_FE1B49A6DB,340.85,5.7,50.0,day,,,,,,0.2961,0.0,,0.0,0.0,,53.07,33.79,13.01,0.07,0.04,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:query_failed; powerplant:not_found; mine:not_found; gas_facility:query_failed; road:ok,osm_partial_failure,1,,uncertain
FIRMS_EA4943FE8A,332.26,5.41,20.0,day,,,,,,1.1149,,0.0,0.0,0.0,0.0,85.73,10.2,4.06,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,osm_partial_failure,1,,uncertain
FIRMS_68254E8F7D,332.13,8.63,20.0,day,,,,,,,,0.0,0.0,0.0,,65.84,20.94,12.48,0.03,0.69,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:query_failed; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_BB8A828673,344.04,11.59,50.0,day,,,,,,,,0.0,,0.0,,84.63,10.31,5.06,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:query_failed; mine:not_found; gas_facility:query_failed; road:query_failed,osm_partial_failure,1,1.0,proxy_verified
FIRMS_0CFEB6B4F2,334.03,2.26,50.0,day,,,,,,1.9827,0.0,,,0.0,0.0,97.93,0.31,1.76,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:query_failed; powerplant:query_failed; mine:not_found; gas_facility:not_found; road:ok,osm_partial_failure,1,,uncertain
FIRMS_B179DEED4A,332.18,2.67,50.0,day,,,,,,1.9186,0.0,,0.0,,0.0,96.5,0.31,3.19,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:query_failed; powerplant:not_found; mine:query_failed; gas_facility:not_found; road:ok,osm_partial_failure,1,,uncertain
FIRMS_005776604A,340.69,6.08,50.0,day,,,,,,0.6448,,,,0.0,,70.09,9.84,18.86,0.81,0.36,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:query_failed; powerplant:query_failed; mine:not_found; gas_facility:query_failed; road:ok,osm_partial_failure,1,,uncertain
FIRMS_7DA3DAE775,337.68,4.72,50.0,day,,,,,,,0.0,0.0,,0.0,0.0,65.62,14.05,19.04,0.89,0.36,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:query_failed; mine:not_found; gas_facility:not_found; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_5A04B5F39A,335.52,2.14,50.0,day,,,,,,0.2335,,,,0.0,,31.57,0.02,62.23,2.47,0.0,0,0,1,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:query_failed; powerplant:query_failed; mine:not_found; gas_facility:query_failed; road:ok,osm_partial_failure,3,,uncertain
