event_id,brightness,frp,confidence,day_night,distance_to_industrial,distance_to_refinery,distance_to_powerplant,distance_to_mine,distance_to_gas_facility,distance_to_road,near_industrial_facility,near_refinery,near_powerplant,near_mine,near_gas_facility,forest_pct,cropland_pct,grassland_pct,builtup_pct,water_pct,detections_7d,detections_30d,detections_90d,mean_frp_30d,max_frp_30d,mean_brightness_30d,days_active_30d,persistence_score,frp_deviation,frp_ratio,brightness_deviation,brightness_ratio,osm_query_status,data_quality_flags,candidate_label,verified_label,verification_status
FIRMS_747C953670,336.68,2.19,,day,,,,,,0.458,,0.0,0.0,,,22.51,63.88,9.42,1.71,0.0,0,0,0,,,,0,0.0,,,,,industrial:query_failed; refinery:not_found; powerplant:not_found; mine:query_failed; gas_facility:query_failed; road:ok,osm_partial_failure,,,data_invalid
FIRMS_823999E1C5,331.11,3.64,,day,,,3.2813,,,0.0216,,,1.0,0.0,0.0,9.7,36.23,40.24,7.77,0.4,0,0,0,,,,0,0.0,,,,,industrial:query_failed; refinery:query_failed; powerplant:ok; mine:not_found; gas_facility:not_found; road:ok,osm_partial_failure,,,data_invalid
FIRMS_A8FF24A586,338.59,5.45,,day,,,,3.855,,,0.0,,,1.0,,31.93,49.43,15.99,2.34,0.02,0,0,0,,,,0,0.0,,,,,industrial:not_found; refinery:query_failed; powerplant:query_failed; mine:ok; gas_facility:query_failed; road:query_failed,osm_partial_failure,,,data_invalid
FIRMS_55469D61DC,332.39,5.9,,day,4.8028,,,3.5389,,,1.0,0.0,,1.0,0.0,28.72,55.57,12.5,2.88,0.02,0,0,0,,,,0,0.0,,,,,industrial:ok; refinery:not_found; powerplant:query_failed; mine:ok; gas_facility:not_found; road:query_failed,osm_partial_failure,3.0,,uncertain
FIRMS_4946F9C28C,333.65,3.46,,day,,,,,,0.3847,0.0,0.0,,,,3.18,74.56,19.97,2.04,0.04,0,0,0,,,,0,0.0,,,,,industrial:not_found; refinery:not_found; powerplant:query_failed; mine:query_failed; gas_facility:query_failed; road:ok,osm_partial_failure,,,data_invalid
FIRMS_F8C6F46772,330.12,3.71,,day,,,,,,0.0562,0.0,0.0,0.0,,,32.06,52.09,12.87,2.66,0.08,0,0,0,,,,0,0.0,,,,,industrial:not_found; refinery:not_found; powerplant:not_found; mine:query_failed; gas_facility:query_failed; road:ok,osm_partial_failure,,,data_invalid
FIRMS_54BFCB749C,340.87,4.74,,day,,,,,,2.0065,0.0,0.0,,0.0,0.0,72.64,0.02,27.34,0.0,0.0,0,0,0,,,,0,0.0,,,,,industrial:not_found; refinery:not_found; powerplant:query_failed; mine:not_found; gas_facility:not_found; road:ok,osm_partial_failure,,,data_invalid
FIRMS_283D65B6A3,344.02,4.74,,day,,,,,,1.6702,,,,,0.0,75.7,0.0,24.28,0.0,0.0,0,0,0,,,,0,0.0,,,,,industrial:query_failed; refinery:query_failed; powerplant:query_failed; mine:query_failed; gas_facility:not_found; road:ok,osm_partial_failure,,,data_invalid
FIRMS_7AE25E81D7,334.63,4.74,,day,,,,,,1.5301,0.0,0.0,,0.0,0.0,72.68,4.43,22.21,0.0,0.06,0,0,0,,,,0,0.0,,,,,industrial:not_found; refinery:not_found; powerplant:query_failed; mine:not_found; gas_facility:not_found; road:ok,osm_partial_failure,,,data_invalid
FIRMS_0540480230,330.81,5.22,,day,2.9058,,3.4836,,,0.0056,1.0,0.0,1.0,,,10.61,65.15,8.83,12.35,2.57,0,0,0,,,,0,0.0,,,,,industrial:ok; refinery:not_found; powerplant:ok; mine:query_failed; gas_facility:query_failed; road:ok,osm_partial_failure,3.0,,uncertain
FIRMS_723D403C13,343.02,11.47,,day,,,,1.9149,,0.0907,,,,1.0,0.0,13.09,61.17,8.94,11.68,4.74,0,0,0,,,,0,0.0,,,,,industrial:query_failed; refinery:query_failed; powerplant:query_failed; mine:ok; gas_facility:not_found; road:ok,osm_partial_failure,,,data_invalid
FIRMS_3D76CB932F,343.95,8.52,,day,,,,,,0.1847,,0.0,0.0,0.0,,11.43,82.68,3.71,1.97,0.08,0,0,0,,,,0,0.0,,,,,industrial:query_failed; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:query_failed; road:ok,osm_partial_failure,,,data_invalid
FIRMS_EB15681D76,344.26,9.29,,day,,,,,,0.9533,0.0,0.0,0.0,0.0,0.0,18.62,41.39,37.47,0.08,0.65,0,0,0,,,,0,0.0,,,,,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,ok,,,data_invalid
FIRMS_202D6568D2,335.31,2.62,,day,,,,,,,,,,,0.0,2.14,55.78,41.14,0.63,0.0,0,0,0,,,,0,0.0,,,,,industrial:query_failed; refinery:query_failed; powerplant:query_failed; mine:query_failed; gas_facility:not_found; road:query_failed,osm_partial_failure,,,data_invalid
FIRMS_5330A75994,338.9,5.79,,day,,,,,,0.3086,0.0,0.0,0.0,0.0,,24.2,42.07,31.04,0.87,0.12,0,0,0,,,,0,0.0,,,,,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:query_failed; road:ok,osm_partial_failure,,,data_invalid
FIRMS_CC259FCF01,333.95,5.79,,day,,,,,,,0.0,0.0,0.0,0.0,0.0,26.65,34.16,34.09,0.89,1.5,0,0,0,,,,0,0.0,,,,,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:query_failed,osm_partial_failure,,,data_invalid
FIRMS_208E55C5F8,337.67,3.78,,day,3.3424,,3.4879,4.8976,,,1.0,0.0,1.0,1.0,0.0,3.06,9.78,71.91,7.01,2.33,0,0,0,,,,0,0.0,,,,,industrial:ok; refinery:not_found; powerplant:ok; mine:ok; gas_facility:not_found; road:query_failed,osm_partial_failure,3.0,,uncertain
FIRMS_AB56938C83,338.82,7.0,,day,,,,,,,0.0,0.0,0.0,0.0,,16.24,74.16,8.08,0.0,0.96,0,0,0,,,,0,0.0,,,,,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:query_failed; road:query_failed,osm_partial_failure,,,data_invalid
FIRMS_0614BF0011,339.55,7.0,,day,,,,,,1.3216,,0.0,0.0,0.0,0.0,14.37,75.73,8.39,0.0,0.96,0,0,0,,,,0,0.0,,,,,industrial:query_failed; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,osm_partial_failure,,,data_invalid
FIRMS_04D484B95D,336.54,5.73,,day,3.2509,,2.8846,0.5241,,,1.0,0.0,1.0,1.0,0.0,4.67,4.89,17.68,0.8,7.41,7,11,11,2.9382,6.47,317.85,7,0.2333,2.7918,1.9502,18.69,1.0588,industrial:ok; refinery:not_found; powerplant:ok; mine:ok; gas_facility:not_found; road:query_failed,osm_partial_failure,3.0,,uncertain
FIRMS_812BDEF199,353.91,7.3,,day,,,,,,0.1012,,0.0,,0.0,0.0,15.39,23.92,32.66,1.07,0.0,0,0,0,,,,0,0.0,,,,,industrial:query_failed; refinery:not_found; powerplant:query_failed; mine:not_found; gas_facility:not_found; road:ok,osm_partial_failure,,,data_invalid
FIRMS_303A626A69,336.1,6.34,,day,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.03,80.21,0.0,0.0,0,0,0,,,,0,0.0,,,,,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:query_failed,osm_partial_failure,,,data_invalid
FIRMS_EB00622F04,334.61,3.03,,day,,,,,,0.8862,0.0,0.0,0.0,0.0,,4.34,94.2,0.47,0.87,0.0,0,0,0,,,,0,0.0,,,,,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:query_failed; road:ok,osm_partial_failure,,,data_invalid
FIRMS_0D850CDB71,331.8,2.61,,day,,,,,,0.6913,0.0,0.0,0.0,,,4.58,94.51,0.45,0.46,0.0,0,0,0,,,,0,0.0,,,,,industrial:not_found; refinery:not_found; powerplant:not_found; mine:query_failed; gas_facility:query_failed; road:ok,osm_partial_failure,,,data_invalid
FIRMS_10C9FFDAE3,338.6,3.31,,day,,,,,,0.266,,0.0,0.0,0.0,,0.0,99.1,0.6,0.0,0.0,0,0,0,,,,0,0.0,,,,,industrial:query_failed; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:query_failed; road:ok,osm_partial_failure,,,data_invalid
FIRMS_6838BEED06,347.49,6.68,,day,,,,,,0.2803,0.0,0.0,0.0,0.0,0.0,0.0,98.24,1.39,0.0,0.0,0,0,0,,,,0,0.0,,,,,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,ok,,,data_invalid
